index_aleatoire;sexe;age_client;enfant_conduite_accompagnee;enfants;tranches_revenus;usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;tranches_devis
874;F;35;Oui;Oui;[40k€ - 60k€];Private;Minivan;yes;0;6;Highly Urban/ Urban;17/04/2022 15:27;complet;dev_integral;[200€ - 400€]
875;F;3;Oui;Oui;[80k€ - 100k€];Private;Sports Car;no;7;18;Highly Urban/ Urban;14/03/2022 00:41;complet;dev_express;[200€ - 400€]
876;M;67;Oui;Oui;[20k€ - 40k€];Commercial;Pickup;yes;0;7;Highly Urban/ Urban;15/02/2022 06:50;complet;dev_premium;[200€ - 400€]
877;M;5;Oui;Oui;[> 100k€];Commercial;Panel Truck;no;9;16;Highly Urban/ Urban;22/01/2022 05:58;complet;dev_express;[200€ - 400€]
878;F;46;Oui;Oui;[20k€ - 40k€];Private;Pickup;yes;0;7;Highly Urban/ Urban;17/02/2022 12:07;complet;dev_express;[200€ - 400€]
879;M;14;Non;Non;[20k€ - 40k€];Private;Minivan;yes;1;1;z_Highly Rural/ Rural;11/05/2022 19:20;complet;dev_express;[200€ - 400€]
880;F;9;Non;Non;[60k€ - 80k€];Commercial;z_SUV;no;3;1;Highly Urban/ Urban;11/01/2022 06:26;complet;dev_premium;[400€ - 600€]
881;F;50;Oui;Oui;[< 20k€];Private;Minivan;no;1;1;Highly Urban/ Urban;08/04/2022 07:47;complet;dev_express;[200€ - 400€]
882;M;84;Non;Non;[40k€ - 60k€];Private;Sports Car;no;1;19;Highly Urban/ Urban;09/01/2022 11:28;complet;dev_express;[200€ - 400€]
883;F;45;Non;Non;[60k€ - 80k€];Commercial;Panel Truck;yes;0;15;Highly Urban/ Urban;28/03/2022 01:51;complet;dev_express;[200€ - 400€]
884;F;84;Non;Non;[> 100k€];Private;Van;yes;0;10;Highly Urban/ Urban;12/01/2022 23:08;complet;dev_premium;[200€ - 400€]
885;M;3;Non;Oui;[60k€ - 80k€];Private;Minivan;no;0;0;Highly Urban/ Urban;11/04/2022 23:33;complet;dev_integral;[200€ - 400€]
886;M;10;Non;Non;[> 100k€];Private;Minivan;no;0;13;Highly Urban/ Urban;14/04/2022 05:42;complet;dev_express;[200€ - 400€]
887;F;3;Non;Oui;[20k€ - 40k€];Commercial;z_SUV;no;0;7;z_Highly Rural/ Rural;28/05/2022 05:50;complet;dev_express;[200€ - 400€]
888;F;90;Non;Oui;[80k€ - 100k€];Private;Minivan;no;0;16;Highly Urban/ Urban;01/05/2022 13:47;complet;dev_integral;[200€ - 400€]
889;F;3;Non;Non;[< 20k€];Private;z_SUV;no;0;6;Highly Urban/ Urban;22/04/2022 08:38;complet;dev_integral;[200€ - 400€]
890;F;59;Oui;Oui;[< 20k€];Private;Minivan;no;0;13;Highly Urban/ Urban;10/03/2022 05:03;complet;dev_integral;[200€ - 400€]
891;F;22;Non;Oui;[< 20k€];Private;Van;no;0;1;Highly Urban/ Urban;01/01/2022 20:24;complet;dev_integral;[200€ - 400€]
892;M;24;Non;Oui;[20k€ - 40k€];Private;Minivan;yes;0;0;Highly Urban/ Urban;03/05/2022 10:57;complet;dev_integral;[200€ - 400€]
893;F;35;Non;Non;[< 20k€];Private;z_SUV;no;0;9;Highly Urban/ Urban;03/04/2022 02:20;complet;dev_integral;[200€ - 400€]
894;F;21;Non;Oui;[80k€ - 100k€];Private;z_SUV;no;0;15;Highly Urban/ Urban;21/03/2022 16:57;complet;dev_integral;[200€ - 400€]
895;M;34;Oui;Oui;[80k€ - 100k€];Commercial;Pickup;no;4;8;Highly Urban/ Urban;01/01/2022 07:42;complet;dev_integral;[200€ - 400€]
896;M;55;Non;Non;[60k€ - 80k€];Private;z_SUV;no;1;7;Highly Urban/ Urban;27/04/2022 16:49;complet;dev_integral;[200€ - 400€]
897;F;44;Non;Non;[20k€ - 40k€];Private;Minivan;yes;4;11;Highly Urban/ Urban;13/04/2022 14:44;complet;dev_integral;[200€ - 400€]
898;M;66;Oui;Oui;[< 20k€];Private;Sports Car;no;4;1;Highly Urban/ Urban;16/02/2022 18:11;complet;dev_premium;[400€ - 600€]
899;F;57;Oui;Oui;[20k€ - 40k€];Private;Pickup;no;5;1;Highly Urban/ Urban;16/02/2022 13:50;complet;dev_integral;[200€ - 400€]
900;F;67;Non;Non;[60k€ - 80k€];Private;Minivan;yes;0;11;Highly Urban/ Urban;05/02/2022 17:39;complet;dev_express;[200€ - 400€]
901;M;60;Oui;Oui;[20k€ - 40k€];Commercial;Pickup;no;3;9;Highly Urban/ Urban;17/05/2022 12:05;complet;dev_express;[200€ - 400€]
902;M;15;Non;Non;[80k€ - 100k€];Private;Van;no;11;16;Highly Urban/ Urban;18/04/2022 23:11;complet;dev_integral;[200€ - 400€]
903;M;45;Non;Oui;[20k€ - 40k€];Private;Sports Car;no;0;1;Highly Urban/ Urban;31/03/2022 19:33;complet;dev_integral;[200€ - 400€]
904;M;56;Non;Non;[40k€ - 60k€];Private;Pickup;no;4;9;Highly Urban/ Urban;18/03/2022 07:40;complet;dev_express;[200€ - 400€]
905;M;2;Non;Oui;[< 20k€];Private;z_SUV;no;2;8;Highly Urban/ Urban;14/01/2022 18:08;complet;dev_express;[200€ - 400€]
906;M;16;Non;Non;[> 100k€];Private;z_SUV;no;1;20;Highly Urban/ Urban;30/01/2022 17:15;complet;dev_integral;[200€ - 400€]
907;F;50;Non;Non;[40k€ - 60k€];Commercial;Minivan;no;4;13;Highly Urban/ Urban;11/04/2022 05:16;complet;dev_integral;[200€ - 400€]
908;F;50;Non;Non;[< 20k€];Commercial;z_SUV;no;0;7;z_Highly Rural/ Rural;02/05/2022 08:14;complet;dev_express;[200€ - 400€]
909;M;62;Non;Non;[< 20k€];Commercial;Pickup;no;1;11;Highly Urban/ Urban;10/01/2022 06:19;complet;dev_integral;[200€ - 400€]
910;M;9;Non;Oui;[60k€ - 80k€];Private;Minivan;no;2;9;Highly Urban/ Urban;13/04/2022 19:59;complet;dev_premium;[200€ - 400€]
911;M;34;Non;Non;[40k€ - 60k€];Private;z_SUV;no;1;11;z_Highly Rural/ Rural;04/03/2022 15:36;complet;dev_premium;[400€ - 600€]
912;F;47;Non;Oui;[< 20k€];Private;z_SUV;no;3;1;Highly Urban/ Urban;11/02/2022 11:55;complet;dev_express;[200€ - 400€]
913;M;50;Non;Non;[40k€ - 60k€];Private;Minivan;yes;0;11;Highly Urban/ Urban;25/04/2022 12:32;complet;dev_express;[200€ - 400€]
914;F;91;Non;Non;[40k€ - 60k€];Private;Sports Car;no;2;8;Highly Urban/ Urban;28/04/2022 02:43;complet;dev_integral;[200€ - 400€]
915;F;71;Non;Non;[< 20k€];Private;z_SUV;no;0;3;Highly Urban/ Urban;25/05/2022 07:24;complet;dev_express;[200€ - 400€]
916;M;91;Oui;Oui;[20k€ - 40k€];Private;Minivan;no;1;0;Highly Urban/ Urban;27/03/2022 09:22;complet;dev_premium;[200€ - 400€]
917;M;44;Non;Non;[< 20k€];Commercial;Sports Car;no;6;10;Highly Urban/ Urban;13/02/2022 12:49;complet;dev_integral;[200€ - 400€]
918;F;91;Oui;Oui;[< 20k€];Private;z_SUV;no;0;4;z_Highly Rural/ Rural;29/04/2022 12:31;complet;dev_integral;[200€ - 400€]
919;F;43;Non;Oui;[< 20k€];Commercial;Pickup;no;7;1;z_Highly Rural/ Rural;11/05/2022 07:38;complet;dev_express;[200€ - 400€]
920;M;57;Non;Non;[< 20k€];Private;z_SUV;no;0;9;z_Highly Rural/ Rural;12/03/2022 07:57;complet;dev_premium;[200€ - 400€]
921;F;56;Non;Non;[> 100k€];Private;Van;yes;0;18;Highly Urban/ Urban;13/02/2022 22:32;complet;dev_express;[200€ - 400€]
922;M;84;Non;Non;[40k€ - 60k€];Private;Minivan;no;0;13;Highly Urban/ Urban;11/05/2022 02:24;complet;dev_express;[200€ - 400€]
923;M;54;Non;Non;[< 20k€];Private;Van;no;1;14;Highly Urban/ Urban;25/04/2022 17:47;complet;dev_express;[200€ - 400€]
924;F;65;Non;Non;[80k€ - 100k€];Private;Van;no;4;11;Highly Urban/ Urban;23/03/2022 08:12;complet;dev_express;[200€ - 400€]
925;M;89;Non;Non;[40k€ - 60k€];Private;Sports Car;no;3;12;Highly Urban/ Urban;08/01/2022 07:30;complet;dev_express;[200€ - 400€]
926;M;80;Non;Non;[< 20k€];Commercial;Van;yes;2;8;Highly Urban/ Urban;06/01/2022 03:31;complet;dev_express;[200€ - 400€]
927;M;67;Non;Non;[60k€ - 80k€];Commercial;z_SUV;no;0;11;Highly Urban/ Urban;12/05/2022 14:06;complet;dev_express;[200€ - 400€]
928;M;56;Oui;Oui;[60k€ - 80k€];Private;Van;no;3;10;Highly Urban/ Urban;04/02/2022 19:11;complet;dev_integral;[200€ - 400€]
929;F;57;Non;Non;[40k€ - 60k€];Private;Minivan;no;2;11;Highly Urban/ Urban;19/04/2022 19:04;complet;dev_integral;[200€ - 400€]
930;M;35;Non;Non;[< 20k€];Private;Sports Car;no;0;1;z_Highly Rural/ Rural;11/02/2022 19:49;complet;dev_express;[200€ - 400€]
931;M;7;Non;Non;[> 100k€];Commercial;Pickup;no;0;17;Highly Urban/ Urban;20/03/2022 21:08;complet;dev_integral;[200€ - 400€]
932;F;79;Non;Oui;[40k€ - 60k€];Private;Minivan;no;1;3;Highly Urban/ Urban;15/03/2022 17:21;complet;dev_integral;[200€ - 400€]
933;M;16;Non;Non;[< 20k€];Private;z_SUV;no;4;1;Highly Urban/ Urban;02/05/2022 20:32;complet;dev_premium;[400€ - 600€]
934;M;70;Non;Non;[< 20k€];Private;Sports Car;no;0;20;Highly Urban/ Urban;14/04/2022 03:08;complet;dev_integral;[200€ - 400€]
935;F;79;Non;Non;[> 100k€];Private;z_SUV;no;4;15;Highly Urban/ Urban;10/02/2022 06:27;complet;dev_express;[200€ - 400€]
936;M;14;Non;Non;[< 20k€];Private;Minivan;yes;1;1;Highly Urban/ Urban;01/03/2022 15:06;complet;dev_integral;[200€ - 400€]
937;F;67;Non;Non;[60k€ - 80k€];Private;Pickup;yes;2;10;Highly Urban/ Urban;16/04/2022 10:28;complet;dev_integral;[200€ - 400€]
938;F;85;Non;Non;[> 100k€];Commercial;Van;no;2;12;Highly Urban/ Urban;07/05/2022 14:05;complet;dev_express;[200€ - 400€]
939;M;26;Oui;Oui;[20k€ - 40k€];Private;z_SUV;no;2;6;Highly Urban/ Urban;21/05/2022 14:48;complet;dev_integral;[200€ - 400€]
940;M;72;Non;Oui;[< 20k€];Private;z_SUV;no;0;5;Highly Urban/ Urban;29/05/2022 02:01;complet;dev_express;[200€ - 400€]
941;F;60;Non;Non;[> 100k€];Private;Van;yes;0;14;Highly Urban/ Urban;29/01/2022 15:32;complet;dev_integral;[200€ - 400€]
942;M;46;Non;Non;[80k€ - 100k€];Commercial;z_SUV;no;1;7;z_Highly Rural/ Rural;05/04/2022 14:33;complet;dev_premium;[400€ - 600€]
943;M;61;Non;Non;[< 20k€];Private;z_SUV;no;5;3;Highly Urban/ Urban;19/02/2022 03:28;complet;dev_integral;[200€ - 400€]
944;M;16;Non;Non;[< 20k€];Commercial;Minivan;yes;7;1;z_Highly Rural/ Rural;07/03/2022 01:04;complet;dev_express;[200€ - 400€]
945;M;88;Non;Non;[40k€ - 60k€];Commercial;z_SUV;no;0;8;Highly Urban/ Urban;29/01/2022 23:53;complet;dev_integral;[200€ - 400€]
946;M;54;Oui;Oui;[> 100k€];Commercial;Minivan;no;0;12;Highly Urban/ Urban;06/05/2022 14:07;complet;dev_express;[200€ - 400€]
947;M;16;Non;Non;[< 20k€];Commercial;Minivan;yes;0;11;z_Highly Rural/ Rural;15/03/2022 13:46;complet;dev_express;[200€ - 400€]
948;M;80;Oui;Oui;[20k€ - 40k€];Private;Minivan;yes;0;1;Highly Urban/ Urban;14/02/2022 20:28;complet;dev_express;[200€ - 400€]
949;F;51;Non;Non;[> 100k€];Commercial;Panel Truck;yes;5;19;Highly Urban/ Urban;08/01/2022 02:38;complet;dev_express;[200€ - 400€]
950;F;75;Non;Non;[< 20k€];Commercial;Pickup;no;0;15;Highly Urban/ Urban;24/04/2022 13:56;complet;dev_express;[200€ - 400€]
951;M;44;Non;Non;[80k€ - 100k€];Private;z_SUV;no;8;1;Highly Urban/ Urban;27/05/2022 18:51;complet;dev_integral;[200€ - 400€]
952;M;54;Non;Non;[> 100k€];Private;z_SUV;no;2;0;Highly Urban/ Urban;26/03/2022 19:37;complet;dev_premium;[400€ - 600€]
953;F;82;Non;Non;[80k€ - 100k€];Commercial;Pickup;no;3;13;Highly Urban/ Urban;12/02/2022 03:31;complet;dev_express;[200€ - 400€]
954;F;54;Non;Oui;[40k€ - 60k€];Commercial;Van;yes;0;6;Highly Urban/ Urban;10/05/2022 08:25;complet;dev_premium;[400€ - 600€]
955;M;71;Non;Oui;[40k€ - 60k€];Commercial;Pickup;no;2;1;Highly Urban/ Urban;19/02/2022 12:40;complet;dev_express;[200€ - 400€]
956;M;67;Non;Oui;[> 100k€];Private;Minivan;yes;0;1;Highly Urban/ Urban;18/05/2022 15:04;complet;dev_express;[200€ - 400€]
957;M;51;Non;Non;[40k€ - 60k€];Commercial;Panel Truck;no;4;11;Highly Urban/ Urban;24/01/2022 17:35;complet;dev_premium;[200€ - 400€]
958;M;61;Non;Non;[80k€ - 100k€];Private;z_SUV;no;0;7;Highly Urban/ Urban;20/02/2022 18:23;complet;dev_integral;[200€ - 400€]
959;M;3;Oui;Oui;[< 20k€];Commercial;Minivan;no;0;4;z_Highly Rural/ Rural;01/04/2022 01:13;complet;dev_integral;[200€ - 400€]
960;F;73;Non;Non;[80k€ - 100k€];Commercial;Van;no;0;18;Highly Urban/ Urban;25/02/2022 17:52;complet;dev_integral;[200€ - 400€]
961;M;50;Non;Non;[< 20k€];Private;Pickup;no;1;1;Highly Urban/ Urban;11/05/2022 06:47;complet;dev_integral;[200€ - 400€]
962;M;87;Non;Non;[60k€ - 80k€];Private;Minivan;no;2;12;Highly Urban/ Urban;13/02/2022 12:27;complet;dev_express;[200€ - 400€]
963;F;50;Non;Non;[> 100k€];Private;z_SUV;no;0;15;Highly Urban/ Urban;11/02/2022 19:58;complet;dev_integral;[200€ - 400€]
964;F;44;Non;Non;[> 100k€];Commercial;Van;yes;3;10;Highly Urban/ Urban;15/03/2022 03:25;complet;dev_premium;[400€ - 600€]
965;F;60;Non;Non;[20k€ - 40k€];Commercial;z_SUV;no;3;12;Highly Urban/ Urban;10/03/2022 16:31;complet;dev_integral;[200€ - 400€]
966;F;68;Oui;Oui;[< 20k€];Private;z_SUV;no;2;1;Highly Urban/ Urban;12/03/2022 08:44;complet;dev_express;[200€ - 400€]
967;F;76;Non;Non;[20k€ - 40k€];Private;Minivan;no;0;9;Highly Urban/ Urban;18/05/2022 20:48;complet;dev_express;[200€ - 400€]
968;F;48;Non;Oui;[20k€ - 40k€];Private;z_SUV;no;0;1;Highly Urban/ Urban;14/01/2022 07:11;complet;dev_express;[200€ - 400€]
969;F;79;Non;Non;[> 100k€];Commercial;Pickup;yes;3;1;Highly Urban/ Urban;05/04/2022 00:30;complet;dev_integral;[200€ - 400€]
970;M;88;Non;Non;[< 20k€];Private;Pickup;yes;4;1;Highly Urban/ Urban;02/04/2022 09:07;complet;dev_integral;[200€ - 400€]
971;F;28;Non;Oui;[40k€ - 60k€];Private;Pickup;yes;2;11;z_Highly Rural/ Rural;20/02/2022 01:38;complet;dev_premium;[400€ - 600€]
972;M;60;Non;Non;[> 100k€];Private;Minivan;yes;1;1;Highly Urban/ Urban;20/04/2022 07:29;complet;dev_premium;[200€ - 400€]
973;M;90;Non;Non;[< 20k€];Private;z_SUV;no;0;9;Highly Urban/ Urban;29/04/2022 08:01;complet;dev_premium;[200€ - 400€]
974;F;29;Non;Non;[80k€ - 100k€];Private;Minivan;yes;1;12;Highly Urban/ Urban;08/04/2022 12:32;complet;dev_integral;[200€ - 400€]
975;F;70;Non;Non;[> 100k€];Private;z_SUV;no;1;12;Highly Urban/ Urban;19/04/2022 21:51;complet;dev_integral;[200€ - 400€]
976;M;19;Non;Non;[> 100k€];Private;Pickup;no;0;10;Highly Urban/ Urban;23/05/2022 23:35;complet;dev_integral;[200€ - 400€]
977;M;3;Non;Non;[60k€ - 80k€];Private;Minivan;no;0;15;Highly Urban/ Urban;29/05/2022 09:22;complet;dev_integral;[200€ - 400€]
978;F;39;Non;Oui;[20k€ - 40k€];Private;Minivan;yes;4;8;z_Highly Rural/ Rural;23/04/2022 17:43;complet;dev_integral;[200€ - 400€]
979;M;52;Non;Non;[< 20k€];Private;Minivan;no;0;17;Highly Urban/ Urban;25/01/2022 00:58;complet;dev_premium;[400€ - 600€]
980;M;7;Non;Non;[60k€ - 80k€];Commercial;Panel Truck;yes;0;12;Highly Urban/ Urban;27/03/2022 20:38;complet;dev_premium;[200€ - 400€]
981;M;5;Non;Non;[60k€ - 80k€];Commercial;Van;yes;0;4;Highly Urban/ Urban;18/05/2022 22:10;complet;dev_integral;[200€ - 400€]
982;F;64;Non;Oui;[40k€ - 60k€];Commercial;Minivan;no;2;6;Highly Urban/ Urban;20/03/2022 10:44;complet;dev_express;[200€ - 400€]
983;F;77;Oui;Oui;[60k€ - 80k€];Private;Sports Car;no;6;12;Highly Urban/ Urban;10/05/2022 14:59;complet;dev_express;[200€ - 400€]
984;F;72;Non;Non;[< 20k€];Private;Minivan;yes;0;1;z_Highly Rural/ Rural;28/02/2022 13:38;complet;dev_integral;[200€ - 400€]
985;M;34;Non;Non;[< 20k€];Private;Sports Car;no;0;1;z_Highly Rural/ Rural;26/01/2022 05:23;complet;dev_integral;[200€ - 400€]
986;F;44;Non;Oui;[20k€ - 40k€];Private;Pickup;no;0;4;z_Highly Rural/ Rural;24/01/2022 08:17;complet;dev_express;[200€ - 400€]
987;F;29;Non;Non;[> 100k€];Private;z_SUV;no;1;18;Highly Urban/ Urban;20/04/2022 02:38;complet;dev_integral;[200€ - 400€]
988;F;10;Non;Non;[80k€ - 100k€];Commercial;Panel Truck;no;1;0;Highly Urban/ Urban;11/01/2022 02:15;complet;dev_premium;[400€ - 600€]
989;M;83;Non;Non;[80k€ - 100k€];Private;Pickup;no;0;13;Highly Urban/ Urban;19/03/2022 17:09;complet;dev_integral;[200€ - 400€]
990;M;17;Non;Non;[40k€ - 60k€];Private;Van;no;0;18;Highly Urban/ Urban;28/04/2022 17:36;complet;dev_integral;[200€ - 400€]
991;M;29;Non;Oui;[40k€ - 60k€];Private;z_SUV;no;0;7;Highly Urban/ Urban;07/03/2022 18:50;complet;dev_integral;[200€ - 400€]
992;M;59;Non;Non;[20k€ - 40k€];Commercial;z_SUV;no;0;1;z_Highly Rural/ Rural;29/05/2022 19:59;complet;dev_premium;[200€ - 400€]
993;M;14;Non;Non;[> 100k€];Private;Van;yes;0;18;Highly Urban/ Urban;07/04/2022 19:50;complet;dev_integral;[200€ - 400€]
994;F;65;Non;Non;[20k€ - 40k€];Private;z_SUV;no;0;1;z_Highly Rural/ Rural;07/02/2022 21:25;complet;dev_integral;[200€ - 400€]
995;M;66;Non;Oui;[40k€ - 60k€];Commercial;Minivan;no;6;1;Highly Urban/ Urban;05/01/2022 00:48;complet;dev_integral;[200€ - 400€]
996;M;65;Non;Oui;[< 20k€];Private;Pickup;no;0;8;z_Highly Rural/ Rural;05/02/2022 23:52;complet;dev_express;[200€ - 400€]
997;F;33;Non;Non;[> 100k€];Commercial;Panel Truck;yes;0;11;Highly Urban/ Urban;25/03/2022 13:33;complet;dev_express;[200€ - 400€]
998;F;6;Non;Oui;[80k€ - 100k€];Private;z_SUV;no;2;14;Highly Urban/ Urban;09/02/2022 14:28;complet;dev_integral;[200€ - 400€]
999;F;80;Non;Non;[20k€ - 40k€];Private;z_SUV;no;0;6;z_Highly Rural/ Rural;25/01/2022 07:45;complet;dev_express;[200€ - 400€]
1000;F;61;Non;Non;[60k€ - 80k€];Private;Minivan;no;3;1;Highly Urban/ Urban;23/01/2022 01:08;complet;dev_integral;[200€ - 400€]
1001;F;62;Non;Non;[60k€ - 80k€];Private;Pickup;yes;0;15;Highly Urban/ Urban;23/05/2022 03:01;complet;dev_integral;[200€ - 400€]
1002;F;56;Non;Non;[> 100k€];Commercial;Panel Truck;yes;1;15;Highly Urban/ Urban;02/03/2022 00:49;complet;dev_integral;[200€ - 400€]
1003;M;87;Non;Non;[40k€ - 60k€];Commercial;Pickup;yes;6;9;Highly Urban/ Urban;26/04/2022 10:16;complet;dev_premium;[200€ - 400€]
1004;M;26;Non;Non;[20k€ - 40k€];Private;z_SUV;no;3;7;Highly Urban/ Urban;17/04/2022 11:05;complet;dev_express;[200€ - 400€]
1005;M;72;Non;Non;[< 20k€];Private;z_SUV;no;2;15;Highly Urban/ Urban;20/04/2022 18:29;complet;dev_express;[200€ - 400€]
1006;F;49;Non;Oui;[< 20k€];Private;z_SUV;no;0;1;z_Highly Rural/ Rural;13/05/2022 22:59;complet;dev_express;[200€ - 400€]
1007;F;25;Non;Non;[20k€ - 40k€];Commercial;Pickup;yes;4;14;z_Highly Rural/ Rural;15/03/2022 03:15;complet;dev_integral;[200€ - 400€]
1008;M;5;Non;Non;[60k€ - 80k€];Private;Minivan;yes;0;12;Highly Urban/ Urban;22/03/2022 17:47;complet;dev_integral;[200€ - 400€]
1009;F;57;Non;Non;[< 20k€];Commercial;Pickup;yes;0;1;Highly Urban/ Urban;01/04/2022 04:04;complet;dev_express;[200€ - 400€]
1010;M;60;Non;Non;[< 20k€];Commercial;Minivan;yes;2;8;Highly Urban/ Urban;11/02/2022 09:08;complet;dev_premium;[400€ - 600€]
1011;M;71;Non;Non;[< 20k€];Private;Sports Car;no;1;1;Highly Urban/ Urban;30/05/2022 19:44;complet;dev_integral;[200€ - 400€]
1012;F;0;Non;Oui;[80k€ - 100k€];Commercial;Panel Truck;no;0;13;Highly Urban/ Urban;04/02/2022 16:10;complet;dev_premium;[400€ - 600€]
1013;F;40;Non;Non;[> 100k€];Commercial;Panel Truck;no;5;12;Highly Urban/ Urban;14/01/2022 22:35;complet;dev_express;[200€ - 400€]
1014;F;48;Oui;Oui;[> 100k€];Commercial;Pickup;yes;0;1;z_Highly Rural/ Rural;06/03/2022 06:46;complet;dev_express;[200€ - 400€]
1015;M;63;Non;Oui;[< 20k€];Commercial;z_SUV;no;2;5;z_Highly Rural/ Rural;13/01/2022 09:31;complet;dev_integral;[200€ - 400€]
1016;M;61;Non;Non;[< 20k€];Commercial;Pickup;no;1;1;Highly Urban/ Urban;23/03/2022 12:55;complet;dev_integral;[200€ - 400€]
1017;M;29;Non;Oui;[> 100k€];Commercial;Panel Truck;yes;0;19;Highly Urban/ Urban;29/05/2022 01:33;complet;dev_integral;[200€ - 400€]
1018;M;29;Non;Non;[< 20k€];Private;Sports Car;no;0;16;Highly Urban/ Urban;01/01/2022 22:26;complet;dev_express;[200€ - 400€]
1019;M;2;Non;Non;[20k€ - 40k€];Private;Pickup;no;3;1;Highly Urban/ Urban;29/04/2022 09:55;complet;dev_integral;[200€ - 400€]
1020;F;23;Non;Oui;[> 100k€];Commercial;Sports Car;no;0;7;Highly Urban/ Urban;25/02/2022 16:13;complet;dev_integral;[200€ - 400€]
1021;M;86;Non;Non;[40k€ - 60k€];Commercial;Pickup;yes;0;1;Highly Urban/ Urban;24/03/2022 15:49;complet;dev_express;[200€ - 400€]
1022;F;72;Non;Non;[60k€ - 80k€];Private;Sports Car;no;0;6;Highly Urban/ Urban;11/01/2022 18:54;complet;dev_integral;[200€ - 400€]
1023;M;48;Non;Oui;[40k€ - 60k€];Private;z_SUV;no;2;1;Highly Urban/ Urban;12/04/2022 12:00;complet;dev_express;[200€ - 400€]
1024;M;38;Non;Non;[60k€ - 80k€];Commercial;Panel Truck;yes;3;1;Highly Urban/ Urban;05/03/2022 10:49;complet;dev_express;[200€ - 400€]
1025;M;53;Non;Non;[20k€ - 40k€];Private;Minivan;yes;0;1;z_Highly Rural/ Rural;05/01/2022 01:49;complet;dev_integral;[200€ - 400€]
1026;F;36;Non;Non;[80k€ - 100k€];Commercial;Minivan;no;0;0;Highly Urban/ Urban;12/01/2022 18:29;complet;dev_integral;[200€ - 400€]
1027;M;65;Non;Oui;[< 20k€];Commercial;z_SUV;no;0;12;z_Highly Rural/ Rural;13/04/2022 11:44;complet;dev_integral;[200€ - 400€]
1028;M;8;Non;Non;[> 100k€];Private;z_SUV;no;4;7;Highly Urban/ Urban;26/03/2022 03:48;complet;dev_integral;[200€ - 400€]
1029;M;70;Non;Non;[< 20k€];Private;Minivan;no;2;7;Highly Urban/ Urban;18/01/2022 08:22;complet;dev_integral;[200€ - 400€]
1030;F;56;Oui;Oui;[< 20k€];Commercial;Minivan;no;6;1;Highly Urban/ Urban;04/01/2022 12:36;complet;dev_integral;[200€ - 400€]
1031;M;59;Non;Oui;[< 20k€];Private;Pickup;yes;0;7;Highly Urban/ Urban;10/03/2022 08:41;complet;dev_integral;[200€ - 400€]
1032;M;56;Non;Oui;[80k€ - 100k€];Private;Minivan;yes;2;11;Highly Urban/ Urban;17/02/2022 21:50;complet;dev_express;[200€ - 400€]
1033;M;70;Oui;Oui;[40k€ - 60k€];Private;Minivan;yes;1;8;Highly Urban/ Urban;10/01/2022 03:39;complet;dev_integral;[200€ - 400€]
1034;F;61;Non;Non;[80k€ - 100k€];Private;Sports Car;no;0;15;Highly Urban/ Urban;03/03/2022 16:50;complet;dev_integral;[200€ - 400€]
1035;M;6;Non;Non;[< 20k€];Private;Minivan;no;2;12;Highly Urban/ Urban;17/05/2022 09:44;complet;dev_express;[200€ - 400€]
1036;M;29;Non;Non;[60k€ - 80k€];Private;z_SUV;no;4;13;Highly Urban/ Urban;31/05/2022 15:49;complet;dev_express;[200€ - 400€]
1037;M;77;Non;Non;[40k€ - 60k€];Commercial;Minivan;no;4;10;Highly Urban/ Urban;23/02/2022 14:57;complet;dev_premium;[200€ - 400€]
1038;F;49;Non;Non;[20k€ - 40k€];Private;Pickup;yes;2;1;Highly Urban/ Urban;04/05/2022 19:49;complet;dev_express;[200€ - 400€]
1039;F;51;Non;Non;[> 100k€];Private;Minivan;no;0;9;Highly Urban/ Urban;18/02/2022 17:27;complet;dev_integral;[200€ - 400€]
1040;F;55;Non;Non;[80k€ - 100k€];Private;z_SUV;no;0;14;Highly Urban/ Urban;18/01/2022 01:43;complet;dev_premium;[200€ - 400€]
1041;M;79;Non;Oui;[40k€ - 60k€];Private;Sports Car;no;4;9;z_Highly Rural/ Rural;20/01/2022 00:18;complet;dev_integral;[200€ - 400€]
1042;F;41;Non;Non;[> 100k€];Commercial;Panel Truck;yes;1;13;Highly Urban/ Urban;21/02/2022 11:50;complet;dev_integral;[200€ - 400€]
1043;F;72;Non;Oui;[60k€ - 80k€];Commercial;Pickup;no;2;1;Highly Urban/ Urban;22/03/2022 09:48;complet;dev_express;[200€ - 400€]
1044;M;50;Non;Non;[40k€ - 60k€];Commercial;Minivan;yes;0;1;Highly Urban/ Urban;23/03/2022 00:19;complet;dev_express;[200€ - 400€]
1045;M;27;Non;Non;[40k€ - 60k€];Commercial;Van;yes;2;9;Highly Urban/ Urban;23/04/2022 00:38;complet;dev_integral;[200€ - 400€]
1046;F;77;Oui;Oui;[40k€ - 60k€];Private;Sports Car;no;0;11;z_Highly Rural/ Rural;07/01/2022 23:42;complet;dev_express;[200€ - 400€]
1047;M;27;Non;Non;[80k€ - 100k€];Private;Minivan;yes;1;9;Highly Urban/ Urban;06/03/2022 00:29;complet;dev_express;[200€ - 400€]
1048;M;64;Non;Non;[40k€ - 60k€];Commercial;Pickup;no;4;4;Highly Urban/ Urban;22/02/2022 09:35;complet;dev_integral;[200€ - 400€]
